Name	Type	Location	Price
Patchwork & Quilting (Stage I)	Workshops & Classes	Geylang West CC	From $165.00 to $175.00
Pilates - Matwork for Beginners (HealthierSG)	Fitness & Wellness	Geylang West CC	From $110.00 to $120.00
Taijiquan (Yang Style) (HealthierSG)	Fitness & Wellness	Geylang West CC	From $40.00 to $45.00
Upper Boon Keng Eco Day	Social & Community Events	Geylang West CC	$0.00 
Xiangqi (Elementary)	Workshops & Classes	Geylang West CC	From $150.00 to $170.00
Zumba® Fitness (HealthierSG)	Fitness & Wellness	Geylang West CC	From $45.00 to $50.00
True Fitness - Great World City	Fitness & Wellness	"Great World City Mall, Postal Code: 237994"	$95.00 
(HRTKRN) Robostart : Build Learn and Complete 2025!	Social & Community Events	Haig Road-Tanjong Katong RN	$10.00 
Music Under the Stars 2025: Sakura Soundscapes	Social & Community Events	Happy Gardens RN	$4.00 
Hazel NC Briskwalk @ Lower Seletar Reservoir Park	Social & Community Events	Hazel NC	$2.00 
Aerobics (HealthierSG) (Henderson)	Workshops & Classes	Henderson CC	From $65.00 to $75.00
Aikido (HealthierSG) (Henderson)	Fitness & Wellness	Henderson CC	From $100.00 to $110.00
Community Championship Table Tennis Competition 2025 (TPGRC Cluster)	Social & Community Events	Henderson CC	$5.00 
Creative Baking Workshop for Children	Food & Beverage	Henderson CC	From $30.00 to $35.00
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	Henderson CC	From $50.00 to $60.00
Hatha Yoga (Intermediate) (HealthierSG)	Fitness & Wellness	Henderson CC	From $70.00 to $80.00
HD-GAC Home Composting Workshop_15 Mar 2025	Workshops & Classes	Henderson CC	$20.00 
Healthy Lifestyle @ Fort Canning Park (HDCSN)	Social & Community Events	Henderson CC	$3.00 
Malay Cooking (Intermediate)	Food & Beverage	Henderson CC	From $30.00 to $40.00
Recreational Instrumental Dialect Singing (Cantonese)	Workshops & Classes	Henderson CC	From $70.00 to $80.00
Recreational Karaoke Dialect Singing (Cantonese)	Workshops & Classes	Henderson CC	From $50.00 to $55.00
Salsation® (HealthierSG)	Fitness & Wellness	Henderson CC	From $140.00 to $150.00
Vinyasa Flow Yoga (HealthierSG)	Fitness & Wellness	Henderson CC	From $132.00 to $142.00
Zumba® Fitness (HealthierSG)	Fitness & Wellness	Henderson CC	From $120.00 to $130.00
[New Date Added on 12 Apr 2025] Chua Chu Kang GRC & Hong Kah North SMC Family Day 2025 (Bukit Gombak)	Social & Community Events	Hillview CC	From $28.00 to $38.00
Bukit Gombak CSN Badminton IG (Non-Residents) Jan 2025 - Apr 2025	Social & Community Events	Hillview CC	$64.00 
Bukit Gombak CSN Badminton IG (Residents) Jan 2025 - Apr 2025	Social & Community Events	Hillview CC	$64.00 
Bukit Gombak CSN Pickleball IG (Non-Residents) Jan 2025 - Apr 2025	Social & Community Events	Hillview CC	$64.00 
Bukit Gombak CSN Pickleball IG (Residents) Jan 2025 - Apr 2025	Social & Community Events	Hillview CC	$32.00 
Cantonese Opera (Adult) (Hillview)	Workshops & Classes	Hillview CC	From $80.00 to $85.00
Chinese Dance (Adult) (HealthierSG)	Workshops & Classes	Hillview CC	From $80.00 to $85.00
Chinese Square Dancing (HealthierSG)	Workshops & Classes	Hillview CC	From $150.00 to $160.00
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	Hillview CC	From $65.00 to $70.00
Hatha Yoga (Intermediate) (HealthierSG)	Fitness & Wellness	Hillview CC	From $80.00 to $90.00
Hillview YN Board Game Interest Goup (Mar2025)	Social & Community Events	Hillview CC	$2.00 
Japanese healthy home-style cooking	Food & Beverage	Hillview CC	$28.00 
Pilates MatWork (HealthierSG)	Fitness & Wellness	Hillview CC	From $120.00 to $130.00
SkillsFuture@PA Basic Bartending & Mixology Skills Workshop	Food & Beverage	Hillview CC	$380.00 
SkillsFuture@PA Unisex Hair Cutting Course Module 2	Fitness & Wellness	Hillview CC	$220.00 
Zumba® Fitness (HealthierSG)	Fitness & Wellness	Hillview CC	From $90.00 to $100.00
Zumba® Toning (HealthierSG)	Fitness & Wellness	Hillview CC	From $120.00 to $130.00
Guitar Pop (Elementary)	Workshops & Classes	Hong Kah North CC	From $90.00 to $100.00
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	Hong Kah North CC	From $60.00 to $70.00
Healthier SG: Tengah Estate Morning Walk	Social & Community Events	Hong Kah North CC	$0.00 
Hong Kah North CSN Funbowl 2025	Social & Community Events	Hong Kah North CC	$15.00 
Line Dance (Adult) - Elementary (HealthierSG)	Workshops & Classes	Hong Kah North CC	From $55.00 to $65.00
Line Dance (Adult) - Intermediate (HealthierSG)	Workshops & Classes	Hong Kah North CC	From $60.00 to $70.00
Pilates - Matwork for Beginners (HealthierSG)	Fitness & Wellness	Hong Kah North CC	From $90.00 to $100.00
Recreational Folk Dance (Elementary) (HealthierSG)	Workshops & Classes	Hong Kah North CC	From $30.00 to $40.00
Recreational Karaoke Classical Singing (Mandarin)	Workshops & Classes	Hong Kah North CC	From $70.00 to $80.00
Vocal Training - Instrumental Classical Songs (Mandarin)	Workshops & Classes	Hong Kah North CC	From $150.00 to $160.00
Yin Yoga (HealthierSG)	Fitness & Wellness	Hong Kah North CC	From $75.00 to $85.00
Healthier SG:HKN Z4 RN Zumba Fitness Programme 13/3/25	Social & Community Events	Hong Kah North Zone 4 RN	$0.00 
Hong Kah North Zone 4 RN Karaoke Singing 15/3/25	Social & Community Events	Hong Kah North Zone 4 RN	$6.00 
Hong Kah North Zone 4 RN Karaoke Singing 16/3/25	Social & Community Events	Hong Kah North Zone 4 RN	$6.00 
Hong Kah North Zone 4 RN Karaoke Singing 16/3/25 1pm - 5pm	Social & Community Events	Hong Kah North Zone 4 RN	$6.00 
Hong Kah North Zone 4 RN Karaoke Singing 19/3/25	Social & Community Events	Hong Kah North Zone 4 RN	$6.00 
Hong Kah North Zone 4 RN Karaoke Singing 22/3/25	Social & Community Events	Hong Kah North Zone 4 RN	$6.00 
Hong Kah North Zone 4 RN Karaoke Singing 23/3/25	Social & Community Events	Hong Kah North Zone 4 RN	$6.00 
Hong Kah North Zone 4 RN Karaoke Singing 23/3/25 1pm - 5pm	Social & Community Events	Hong Kah North Zone 4 RN	$6.00 
Hong Kah North Zone 4 RN Karaoke Singing 26/3/25	Social & Community Events	Hong Kah North Zone 4 RN	$6.00 
Hong Kah North Zone 4 RN Karaoke Singing 29/3/25	Social & Community Events	Hong Kah North Zone 4 RN	$6.00 
Hong Kah North Zone 4 RN Karaoke Singing 30/3/25	Social & Community Events	Hong Kah North Zone 4 RN	$6.00 
Hong Kah North Zone 4 RN Karaoke Singing 30/3/25 1pm - 5pm	Social & Community Events	Hong Kah North Zone 4 RN	$6.00 
Ballet Repertoire (3)	Workshops & Classes	Hougang CC	From $240.00 to $250.00
Chinese Calligraphy	Workshops & Classes	Hougang CC	From $158.00 to $168.00
Hougang CC WEC - Celebrate Women's Power 2025	Social & Community Events	Hougang CC	$3.00 
Hougang Celebrates Indian New Year 2025	Social & Community Events	Hougang CC	$5.00 
Hougang INC (Singapore Maritime Gallery Tour)	Social & Community Events	Hougang CC	$2.00 
Hougang Vermicomposting Workshop - Session 1	Workshops & Classes	Hougang CC	$0.00 
Hougang Vermicomposting Workshop - Session 2	Workshops & Classes	Hougang CC	$0.00 
Line Dance (Adult) - Elementary (HealthierSG)	Workshops & Classes	Hougang CC	From $60.00 to $70.00
Mixed Media Art	Workshops & Classes	Hougang CC	From $95.00 to $105.00
SkillsFuture@PA Unisex Hair Cutting Course Module 1	Fitness & Wellness	Hougang CC	From $210.00 to $220.00
Hougang Parc Vera Movie Night Kaki 2025	Social & Community Events	Hougang Parc Vera RN	$0.00 
Gua Sha for Health	Fitness & Wellness	Hougang Zone 1 RN	From $25.00 to $30.00
Zone 1 School Holiday's Movie Outing	Social & Community Events	Hougang Zone 1 RN	$8.00 
Chair Yoga (HealthierSG) (Hougang)	Fitness & Wellness	Hougang Zone 2 RN	From $70.00 to $80.00
Dondang Sayang Raya 2025	Social & Community Events	Hougang Zone 2 RN	$5.00 
Hougang Zone 3 RN & AAC - Temple Tour (March 2025）	Social & Community Events	Hougang Zone 3 RN	$2.00 
Taekwondo (Singapore Taekwondo Federation) (HealthierSG)	Fitness & Wellness	Hougang Zone 3 RN	$45.00 
Crochet Art	Workshops & Classes	Hougang Zone 4 RN	From $100.00 to $110.00
Hougang CV & Zone 4 RN- Chinese Calligraphy Workshops (Feb to Apr 2025)	Workshops & Classes	Hougang Zone 4 RN	$0.00 
TCM for Women	Fitness & Wellness	Hougang Zone 4 RN	From $200.00 to $210.00
Yoga Postures (HealthierSG)	Fitness & Wellness	Hougang Zone 4 RN	From $85.00 to $95.00
Crochet Art	Workshops & Classes	Hougang Zone 5 RN	From $100.00 to $110.00
TCM for Women	Fitness & Wellness	Hougang Zone 5 RN	From $200.00 to $210.00
Yoga Postures (HealthierSG)	Fitness & Wellness	Hougang Zone 5 RN	From $85.00 to $95.00
HGRN - Brisk Walk @ Coney Island	Social & Community Events	Hwan Gardens RN	$2.00 
Chair Yoga (HealthierSG) (Hwi Yoh)	Fitness & Wellness	Hwi Yoh CC	From $80.00 to $85.00
Jalan Kayu AAC - Songs for you 2025 - March	Social & Community Events	Hwi Yoh CC	$0.00 
Piano Grade 3	Workshops & Classes	Hwi Yoh CC	From $300.00 to $305.00
Piano Grade 4	Workshops & Classes	Hwi Yoh CC	From $400.00 to $405.00
SG60 Seletar Hills Residents’ Carnival	Social & Community Events	Hwi Yoh CC	$2.00 
Taekwondo (Singapore Taekwondo Federation) (HealthierSG)	Fitness & Wellness	Hwi Yoh CC	From $48.00 to $58.00
Zumba® Fitness (HealthierSG)	Fitness & Wellness	Hwi Yoh CC	From $95.00 to $105.00
Art & Craft: Eco-casting with Marbling	Workshops & Classes	Impact@Hong Lim Green	From $25.00 to $40.00
imPAct@Hong Lim Green - Day Pass (2025 Mar)	Social & Community Events	Impact@Hong Lim Green	From $15.00 to $20.00
Korean Kim-bap Making (Parent-Child)	Food & Beverage	Impact@Hong Lim Green	From $35.00 to $50.00
Jade Dew RN - Design-A-Coaster Workshop	Workshops & Classes	Jade Dew RN	$10.00 
Day Out to Sembawang Hot Spring Park	Social & Community Events	Jalan Besar Bendemeer RN	$5.00 
Taekwondo (Singapore Taekwondo Federation) (HealthierSG)	Fitness & Wellness	Jalan Besar Boon Keng RN	$60.00 
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	Jalan Besar Boon Keng Ville RN	$65.00 
Agar Agar Workshop (Jalan Besar)	Food & Beverage	Jalan Besar CC	From $30.00 to $40.00
Baguazhang and Xing Yi Quan (HealthierSG)	Fitness & Wellness	Jalan Besar CC	From $90.00 to $100.00
CPR + AED Provider Course - 5 April 2025	Workshops & Classes	Jalan Besar CC	$0.00 
Explore With Us @ Wings Of Time	Social & Community Events	Jalan Besar CC	$15.00 
Food Distribution @ Love Connect (16 March 2025)	Social & Community Events	Jalan Besar CC	$0.00 
Food Distribution @ Love Connect (17 March 2025)	Social & Community Events	Jalan Besar CC	$0.00 
Food Distribution @ Love Connect (18 March 2025)	Social & Community Events	Jalan Besar CC	$0.00 
Food Distribution @ Love Connect (19 March 2025)	Social & Community Events	Jalan Besar CC	$0.00 
Food Distribution @ Love Connect (20 March 2025)	Social & Community Events	Jalan Besar CC	$0.00 
Food Distribution @ Love Connect (21 March 2025)	Social & Community Events	Jalan Besar CC	$0.00 
Food Distribution @ Love Connect (22 March 2025)	Social & Community Events	Jalan Besar CC	$0.00 
Food Distribution @ Love Connect (23 March 2025)	Social & Community Events	Jalan Besar CC	$0.00 
Food Distribution @ Willing Heart (24 March 2025)	Social & Community Events	Jalan Besar CC	$0.00 
Food Distribution @ Willing Heart (26 March 2025)	Social & Community Events	Jalan Besar CC	$0.00 
Food Distribution @ Willing Heart (27 March 2025)	Social & Community Events	Jalan Besar CC	$0.00 
Food Distribution @ Willing Heart (28 March 2025)	Social & Community Events	Jalan Besar CC	$0.00 
Food Distribution @ Willing Heart (29 March 2025)	Social & Community Events	Jalan Besar CC	$0.00 
Food Distribution @ Willing Heart (30 March 2025)	Social & Community Events	Jalan Besar CC	$0.00 
Food Distribution @ Willing Heart (31 March 2025)	Social & Community Events	Jalan Besar CC	$0.00 
Food Distribution @Willing Heart (25 March 2025)	Social & Community Events	Jalan Besar CC	$0.00 
Hatha Yoga (Intermediate) (HealthierSG)	Fitness & Wellness	Jalan Besar CC	From $70.00 to $75.00
Home Cooking / Variety Cooking	Food & Beverage	Jalan Besar CC	From $35.00 to $45.00
Love Connect Market @ JBCC - 10 May 2025	Social & Community Events	Jalan Besar CC	$0.00 
Love Connect Market @ JBCC - 12 April 2025	Social & Community Events	Jalan Besar CC	$0.00 
Love Connect Market @ JBCC - 15 March 2025	Social & Community Events	Jalan Besar CC	$0.00 
Love Connect Market @ JBCC - 17 May 2025	Social & Community Events	Jalan Besar CC	$0.00 
Love Connect Market @ JBCC - 19 April 2025	Social & Community Events	Jalan Besar CC	$0.00 
Love Connect Market @ JBCC - 22 March 2025	Social & Community Events	Jalan Besar CC	$0.00 
Love Connect Market @ JBCC - 24 May 2025	Social & Community Events	Jalan Besar CC	$0.00 
Love Connect Market @ JBCC - 26 April 2025	Social & Community Events	Jalan Besar CC	$0.00 
Love Connect Market @ JBCC - 29 March 2025	Social & Community Events	Jalan Besar CC	$0.00 
Love Connect Market @ JBCC - 3 May 2025	Social & Community Events	Jalan Besar CC	$0.00 
Love Connect Market @ JBCC - 31 May 2025	Social & Community Events	Jalan Besar CC	$0.00 
Love Connect Market @ JBCC - 5 April 2025	Social & Community Events	Jalan Besar CC	$0.00 
Pickle Ball @ Jalan Besar CC (17 MAR 2025)	Social & Community Events	Jalan Besar CC	$0.00 
Pickle Ball @ Jalan Besar CC (24 MAR 2025)	Social & Community Events	Jalan Besar CC	$0.00 
Recreational Folk Dance (Elementary) (HealthierSG)	Workshops & Classes	Jalan Besar CC	From $35.00 to $45.00
Value Deals with Love @ Kampong Glam	Social & Community Events	Jalan Besar CC	$1.00 
Visit to Mandai Rainforest Wild Asia by Balestier RN	Social & Community Events	Jalan Besar CC	From $14.00 to $26.00
Walk Around the Island @ Kallang Basin (30 March 2025)	Social & Community Events	Jalan Besar CC	$3.00 
Water Colour Painting with Pen and Ink	Workshops & Classes	Jalan Besar CC	From $80.00 to $85.00
UBKRN: Gardening Workshop	Workshops & Classes	Jalan Besar Upper Boon Keng RN	$5.00 
Jurong Central Park	Outdoor & Nature	Jalan Boon Lay junction with Boon Lay Way	$0.00 
JKRN - Journey Through Time and Nature (16 March 2025)	Social & Community Events	Jalan Kayu RN	$0.00 
JKZ2 - Mini4 Wheel Drive Demonstration - 23 March 2025	Social & Community Events	Jalan Kayu Zone 2 RN	$0.00 
JKZ2 - Mini4 Wheel Drive Workshop - 13 April 2025	Workshops & Classes	Jalan Kayu Zone 2 RN	$25.00 
Taekwondo (Singapore Taekwondo Federation) (HealthierSG)	Fitness & Wellness	Jalan Kayu Zone 3 RN	$60.00 
Hip Hop Dance (Kids)	Workshops & Classes	Jalan Kayu Zone 4 RN	$180.00 
Holiday Dance Workshop (Children)	Workshops & Classes	Jalan Kayu Zone 4 RN	$20.00 
Holiday Ukulele Workshop (Children)	Workshops & Classes	Jalan Kayu Zone 4 RN	$20.00 
Inline Skating (Beginners) (HealthierSG)	Fitness & Wellness	Jalan Kayu Zone 4 RN	$100.00 
Ukulele (Children) - Elementary	Workshops & Classes	Jalan Kayu Zone 4 RN	$160.00 
Violin - Adult (Grade 1)	Workshops & Classes	Jalan Kayu Zone 4 RN	$150.00 
Taijiquan (HealthierSG)	Fitness & Wellness	Jalan Kayu Zone 6 RN	$50.00 
Intermediate Tote Bag Painting Workshop	Workshops & Classes	Jalan Kayu Zone 8 RN	$0.00 
Pasir Ris East Community Buka Puasa 2025	Social & Community Events	Jalan Loyang Besar RN	$5.00 
Badminton (HealthierSG) (Joo Chiat)	Fitness & Wellness	Joo Chiat CC	From $100.00 to $110.00
Contemporary Drumming - Elementary	Workshops & Classes	Joo Chiat CC	From $180.00 to $190.00
Creative Baking Workshop for Children	Food & Beverage	Joo Chiat CC	From $25.00 to $35.00
Guitar Pop (Elementary)	Workshops & Classes	Joo Chiat CC	From $150.00 to $160.00
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	Joo Chiat CC	From $70.00 to $80.00
JOO CHIAT CC SCEC MONTHLY TCM TALK IN MANDARIN (March)	Social & Community Events	Joo Chiat CC	$0.00 
Let's SPIN	Social & Community Events	Joo Chiat CC	$15.00 
Modern Living - Yogilates (Beginners) (HealthierSG)	Fitness & Wellness	Joo Chiat CC	From $158.00 to $176.00
Taijiquan (HealthierSG)	Fitness & Wellness	Joo Chiat CC	From $60.00 to $65.00
Ukulele (Adult) - Elementary	Workshops & Classes	Joo Chiat CC	From $120.00 to $130.00
Ukulele (Children) - Intermediate	Workshops & Classes	Joo Chiat CC	From $140.00 to $150.00
Vinyasa Yoga (Beginner) (HealthierSG)	Fitness & Wellness	Joo Chiat CC	From $70.00 to $84.00
Zumba Kpop Dance Party	Social & Community Events	Joo Chiat CC	$2.00 
Ang Mo Kio Town Garden East	Outdoor & Nature	"Junction of Ang Mo Kio Ave 3 and 8, behind Ang Mo Kio MRT Station"	$0.00 
Punggol Park	Outdoor & Nature	Junction of Hougang Avenue 8 and 10	$0.00 
Mount Faber Park	Outdoor & Nature	Junction of Kampong Bahru Road and Telok Blangah Road	$0.00 
Toa Payoh Town Park	Outdoor & Nature	Junction of Toa Payoh Lor 2 and Toa Payoh Lor 6	$0.00 
Jurong Central Zone D RN - Resistance Band HPB Exercise (March 2025)	Social & Community Events	Jurong Central Zone D RN	$0.00 
Jurong Central Zone D RN Buka Puasa 22 March 2025	Social & Community Events	Jurong Central Zone D RN	$0.00 
Jurong Central Zone D RN HPB Exercise March 2025 - Resistance Band	Social & Community Events	Jurong Central Zone D RN	$0.00 
Jurong Central Zone D RN Porridge Distribution 15 March 2025	Social & Community Events	Jurong Central Zone D RN	$0.00 
Jurong Central Zone D RN Porridge Distribution 22 March 2025	Social & Community Events	Jurong Central Zone D RN	$0.00 
"Jurong Central Zone D RN Sky Garden Hosting of Garden Visit on 1 April, Tues, 8am to 10am"	Social & Community Events	Jurong Central Zone D RN	$0.00 
Line Dance (Senior Citizen - CT) - Elementary (HealthierSG)	Workshops & Classes	Jurong Central Zone E RN	$20.00 
Agar Agar Workshop (Jurong Green)	Food & Beverage	Jurong Green CC	From $35.00 to $45.00
Basketball (HealthierSG) (Jurong Green)	Fitness & Wellness	Jurong Green CC	From $240.00 to $250.00
Cakemaking (Jurong Green)	Food & Beverage	Jurong Green CC	From $40.00 to $45.00
Chinese Calligraphy	Workshops & Classes	Jurong Green CC	From $90.00 to $100.00
Chinese Dance (Adult) (HealthierSG)	Workshops & Classes	Jurong Green CC	From $120.00 to $160.00
Chinese Ink Painting	Workshops & Classes	Jurong Green CC	From $110.00 to $120.00
Jurong Central PAssion Community Football (PACF) Feb - Mar 2025 at Hua Yi Secondary School Field	Social & Community Events	Jurong Green CC	$30.00 
Karaoke session - Apr 2025 (ticket purchase at Jurong Green CC counter only)	Social & Community Events	Jurong Green CC	$5.00 
Karaoke session - Feb 2025 (ticket purchase at Jurong Green CC counter only)	Social & Community Events	Jurong Green CC	$5.00 
Karaoke session - MAR 2025 (ticket purchase at Jurong Green CC counter only)	Social & Community Events	Jurong Green CC	$5.00 
Pilates - Matwork for Beginners (HealthierSG)	Fitness & Wellness	Jurong Green CC	From $85.00 to $90.00
Recreational Folk Dance (Elementary) (HealthierSG)	Workshops & Classes	Jurong Green CC	From $25.00 to $35.00
Taijiquan (HealthierSG)	Fitness & Wellness	Jurong Green CC	From $40.00 to $50.00
Variety Cooking Workshop for Adults	Food & Beverage	Jurong Green CC	From $50.00 to $55.00
Ballet (Adult) - Intermediate (HealthierSG) (Jurong Spring)	Workshops & Classes	Jurong Spring CC	From $160.00 to $175.00
